Артикул;Название товара;Бренд;Остаток на складе;Оптовая цена;Розничная цена;Ссылка на сайте
4R101;Втулка ротора Nemesis;Wright Brothers;30;198.00;290.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_golovki_osnovnogo_rotora/vtulka_rotora_nemesis/
Matek-VTX-1G3SE-9;Модуль видеопередатчика Matek 1.2/1.3Ghz;Matek;30;6426.00;7560.00;https://brrc.ru/catalog/multikoptery/oborudovanie_dlya_video_i_fpv/modul_videoperedatchika_matek_1_2_1_3ghz/
BETA-0021;Рама пластиковая 65мм (под моторы 6x15 мм) BETAFPV: Beta65;BETAFPV;30;292.00;390.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/zapchasti_dlya_kvadrokopterov_betafpv/rama_plastikovaya_65mm_betafpv_beta65/
DYNT2032;Шестигранная отвертка метрическая 2,0 мм (1 штука) Dynamite;Dynamite;30;712.00;890.00;https://brrc.ru/catalog/materialy_i_instrumenty/ruchnoy_instrument/shestigrannaya_otvertka_metricheskaya_2_0_mm_1_shtuka_dynamite/
FR-QX7(black);Аппаратура управления FrSky Taranis Q X7 (черный), 16 каналов;FrSky;30;18615.00;21900.00;https://brrc.ru/catalog/komplekty_radioapparatury/pult_upravleniya_dlya_aviamodeley/apparatura_upravleniya_frsky_taranis_q_x7_chernyy_7_kanalov_1/
Matek-H743-MINI;Полетный контроллер Matek H743-MINI V3;Matek;30;15462.00;18190.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/elektronika/poletnyy_kontroller_matek_h743_mini_v3/
EACH-D64926;Квадрокоптер Eachine E111 (управление жестами);Eachine;30;1572.00;1850.00;https://brrc.ru/catalog/multikoptery/kvadrokoptery/dlya_nachinayushchikh_2/kvadrokopter_eachine_e111/
6958265137693;Зарядное устройство от аккумулятора DJI Mavic для смартфона (part2);DJI;30;170.00;200.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/aksessuary_dji/zaryadki_i_kabeli/zaryadnoe_ustroystvo_ot_akkumulyatora_dji_mavic_dlya_smartfona_part2/
FH-8424;Переходник Deans T-Plug (папа) - TRAXXAS (мама) (14AWG, 150 мм);;30;154.00;220.00;https://brrc.ru/catalog/apparatura_i_elektronika/razemy_vyklyuchateli/perekhodnik_deans_t_plug_papa_traxxas_mama_14awg_150_mm/
FH-8022;Разъем 3.0 мм банан без корпуса (мама, папа);;30;38.00;55.00;https://brrc.ru/catalog/apparatura_i_elektronika/razemy_vyklyuchateli/rayzem_3_0_mm_banan_bez_korpusa_para/
Matek-AS-DLVR-I2C;Датчик измерения скорости воздушного потока Matek AS-DLVR-I2C;Matek;30;13201.00;15530.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/elektronika/datchik_izmereniya_skorosti_vozdushnogo_potoka_matek_as_dlvr_i2c/
Matek-ASPD-4525;Датчик измерения скорости воздушного потока Matek ASPD-4525;Matek;30;7259.00;8540.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/elektronika/datchik_izmereniya_skorosti_vozdushnogo_potoka_aspd_4525/
4R021;Шасси Nemesis;Wright Brothers;30;110.00;190.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/shassi/shassi_nemesis/
SCR-036;Пластиковая проставка 3 мм длиной 15 мм 4шт;SCR;30;25.00;30.00;https://brrc.ru/catalog/materialy_i_instrumenty/krepezh/plastikovaya_prostavka_3_mm_dlinoy_15_mm_4sht/
FH-GS2502;Сервомашинка микро Flash Hobby GS-2502;FlashHobby;30;496.00;620.00;https://brrc.ru/catalog/apparatura_i_elektronika/servomashinki/servomashinka_mikro_flash_hobby_gs_2502/
WBSimFutaba;Адаптер для Phoenix к Futaba;Pulsar;30;48.00;60.00;https://brrc.ru/catalog/simulyatory/adapter_dlya_phoenix_k_futaba/
FR-RXSR;Приемник FrSky R-XSR;FrSky;30;3706.00;4360.00;https://brrc.ru/catalog/apparatura_i_elektronika/priemniki/priemnik_frsky_r_xsr/
EFLH1470;Цапфы хвостового ротора в сборе Blade, B400;Blade;30;110.00;50.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_khvostovogo_rotora/tsapfy_khvostovogo_rotora_v_sbore_b400/
SCR-035;Пластиковая проставка 3 мм длиной 6 мм с нарезной частью 4шт;SCR;30;25.00;30.00;https://brrc.ru/catalog/materialy_i_instrumenty/krepezh/plastikovaya_prostavka_3_mm_dlinoy_6_mm_s_nareznoy_chastyu_4sht/
CDX-006;Видеокамера FPV CADDX Baby Ratel;;30;3298.00;3880.00;https://brrc.ru/catalog/multikoptery/oborudovanie_dlya_video_i_fpv/videokamera_fpv_caddx_baby_ratel/
VTX-006;Видеопередатчик ReadyToSky TS5823L 5.8GHz 25-200mW 48 каналов;ReadyToSky;30;1352.00;1690.00;https://brrc.ru/catalog/multikoptery/oborudovanie_dlya_video_i_fpv/videoperedatchik_readytosky_ts5823l_5_8ghz_25_200mw_48_kanalov/
E0604;Летающее крыло Rainbow RC Flying Wing E06 1000мм (крыло, регулятор, мотор, сервомашинки, пропеллер);;30;9612.00;10680.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/prochie_modeli/letayushchee_krylo_rainbow_rc_flying_wing_e06_1000mm_krylo_regulyator_motor_servomashinki_propeller/
DRC-Mavic-PropGuards;Защита пропеллеров Deep RC для DJI MAVIC;Deep RC;30;95.00;108.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/aksessuary_dji/zashchity_propellerov/zashchita_propellerov_deep_rc_dlya_dji_mavic/
FH-4060BB;Сервомашинка цифровая стандартная FH-4060BB (7 кг/см);FlashHobby;30;632.00;790.00;https://brrc.ru/catalog/apparatura_i_elektronika/servomashinki/servomashinka_tsifrovaya_standartnaya_fh_4060bb_7_kg_sm/
6941565922526;Малошумные пропеллеры для DJI Mavic 3;DJI;30;3501.00;3890.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/zapchasti_dji/zapchasti_dlya_mavic_3/maloshumnye_propellery_dlya_dji_mavic_3/
BETA-0045;Пропеллеры 3-х лопастные 40 мм, вал 1,5 мм BETAFPV;BETAFPV;30;349.00;410.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/propellery/propellery_3_kh_lopastnye_40_mm_val_1_5_mm_betafpv/
4T131;Тяга серво Gyrox;Wright Brothers;30;42.00;50.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/tyagi_kachalki_sharniry_rychagi/tyaga_servo_gyrox/
WB 22# AWG Silicone Red;Провод силиконовый AWG 22#(0.326 мм2) красный 1 метр;Pulsar;30;112.00;150.00;https://brrc.ru/catalog/apparatura_i_elektronika/kabeli_provoda/provod_silikonovyy_awg_22_0_326_mm2_krasnyy_1_metr/
Matek-VRX-1G3;Модуль видеоприема Matek 1.2/1.3Ghz;Matek;30;7497.00;8820.00;https://brrc.ru/catalog/multikoptery/oborudovanie_dlya_video_i_fpv/modul_videopriema_matek_1_2_1_3ghz/
FH-8050;Y-кабель JST мама, JST папа 2 шт.;;30;161.00;230.00;https://brrc.ru/catalog/apparatura_i_elektronika/razemy_vyklyuchateli/y_kabel_jst_mama_jst_papa_2_sht/
SPMA9569;Датчик телеметрии оборотов и крепление, Air Spektrum;Spektrum;30;85.00;100.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_i_aksessuary_1/datchik_telemetrii_oborotov_i_kreplenie_air_spectrum/
APC10055MRP;Пропеллер для мультикоптера APC 10x5.5 CCW;APC;30;85.00;100.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/propellery/propeller_dlya_multikoptera_apc_10x5_5_ccw/
EACH-789348-3;Квадрокоптер Eachine E58 FPV с видеокамерой 2MP (Wi-Fi), 3 аккумулятора в комплекте;Eachine;30;5346.00;6290.00;https://brrc.ru/catalog/multikoptery/kvadrokoptery/s_kameroy/kvadrokopter_eachine_e58_fpv_s_videokameroy_2mp_wi_fi_3_akkumulyatora_v_komplekte/
REM-P2520;Качалка серво Remo Hobby: SMAX, DINGO, ROCKET;Remo Hobby;30;52.00;70.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/detali_podveski/servo_seyvery_i_ikh_elementy/kachalka_servo_remo_hobby_smax_dingo_rocket/
98562;Механизм для переноски груза (до 500г) для DJI Mavic Air 2S;StartRC;30;3085.00;3630.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/aksessuary_dji/drugoe/mekhanizm_dlya_perenoski_gruza_do_500g_dlya_dji_mavic_air_2s/
HBZ5300;Самолет для начинающих HobbyZone Duet RTF;HobbyZone;30;4581.00;5390.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/samolety/dlya_nachinayushchikh/radioupravlyaemyy_samolet_dlya_nachinayushchikh_hobbyzone_duet_rtf/
BG-0017-2;Карбоновая перегородка для защиты пропеллеров;;30;1000.00;1250.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/propellery/karbonovaya_peregorodka_dlya_zashchity_propellerov/
DYS-Aria35A;Регулятор оборотов DYS Mini Aria35A BLHELI_32 Firmware;;30;2552.00;3190.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/elektronika/regulyator_oborotov_dys_mini_aria35a_blheli_32_firmware/
H25008TA;Серволопатки Align, T-Rex 250;Align;30;51.00;60.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/servolopatki_t_rex_250/
6958265107818;Интеллектуальная аккумуляторная батарея TB60 для DJI Matrice 300 (part8);DJI;30;92312.00;104900.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/aksessuary_dji/akkumulyatory/intellektualnaya_akkumulyatornaya_batareya_tb60_dlya_dji_matrice_300_part8/
1092166-black;Пропеллеры (10пар) 65мм для моторов 8.5x20мм;;30;204.00;240.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/propellery/propellery_10par_65mm_dlya_motorov_8_5x20mm/
Matek-H743-SLIM;Полетный контроллер Matek H743-SLIM V3;Matek;29;15003.00;17650.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/elektronika/poletnyy_kontroller_matek_h743_slim_v3/
SCR-028;Заклепочная гайка стальная для пластин 1,4 мм 4шт;SCR;29;59.00;70.00;https://brrc.ru/catalog/materialy_i_instrumenty/krepezh/zaklepochnaya_gayka_stalnaya_dlya_plastin_1_4_mm_4sht/
GPMG5190;Бесколлекторный двигатель Great Planes Ammo 28-35-2200Kv;Great Planes;28;3591.00;3990.00;https://brrc.ru/catalog/dvigateli/elektro_beskollektornye/beskollektornyy_dvigatel_great_planes_ammo_28_35_2200kv/
EACH-831362;Квадрокоптер Eachine M80S (два аккумулятора в комплекте) RTF;Eachine;28;10616.00;12490.00;https://brrc.ru/catalog/multikoptery/kvadrokoptery/s_kameroy/kvadrokopter_eachine_m80s_dva_akkumulyatora_v_komplekte/
HN6107QAT;Хаб основного ротора Align, черный, CNC, T-Rex 600N;Align;27;212.00;250.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_golovki_osnovnogo_rotora/khab_osnovnogo_rotora_chernyy_cnc_t_rex_600n/
EFLH1156;Шасси Blade: CP, CPP;Blade;27;90.00;40.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/shassi/shassi_blade_cp_cpp/
DYN2516;Прямые ножницы по лексану Dynamite;;27;331.00;390.00;https://brrc.ru/catalog/materialy_i_instrumenty/ruchnoy_instrument/pryamye_nozhnitsy_po_leksanu_dynamite/
6958265109577;Защитная крышка для хранения камеры для DJI Phantom 2 Vision;DJI;26;17.00;20.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/zapchasti_dji/zapchasti_dlya_phantom_2/zashchitnaya_kryshka_dlya_khraneniya_kamery_dlya_dji_phantom_2_vision/
4T011;Фюзеляж Gyrox;Wright Brothers;26;42.00;50.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/korpusa/fyuzelyazh_gyrox/
EFLH1465;Вал хвостового ротора Blade (2шт), B400;Blade;24;90.00;70.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/valy/val_khvostovogo_rotora_2sht_b400/
Matek-M10-5883;Модуль GPS Matek M10-5883;Matek;23;6630.00;7800.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/elektronika/modul_gps_matek_m10_5883/
WN-PJ-T0058;Антенна для Walksnail Avatar HD mini 1s lite;Caddx;23;808.00;950.00;https://brrc.ru/catalog/multikoptery/oborudovanie_dlya_video_i_fpv/antenna_dlya_walksnail_avatar_hd_mini_1s_lite/
FRT-A06;Блок крепления алюминиевый для поворотных механизмов под балку 22 мм;Pulsar;22;51.00;60.00;https://brrc.ru/catalog/materialy_i_instrumenty/karbon/blok_krepleniya_alyuminievyy_dlya_povorotnykh_mekhanizmov_pod_balku_22_mm/
EFLH1467;Качалка шага хвостового ротора Blade, B400;Blade;22;110.00;50.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_khvostovogo_rotora/kachalka_shaga_khvostovogo_rotora_b400/
4R091;Комплект подшипников Nemesis;Wright Brothers;22;198.00;290.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/podshipniki_2/komplekt_podshipnikov_nemesis/
WB 18# AWG Silicone Black;Провод силиконовый AWG 18#(0.823мм2) черный 1 метр;Pulsar;22;142.00;190.00;https://brrc.ru/catalog/apparatura_i_elektronika/kabeli_provoda/provod_silikonovyy_awg_18_0_823mm2_chernyy_1_metr/
DTXC4016;"Резина Duratrax Scaler 1:10 CR 1.9&quot; Crawler Tire C3 (2)";Duratrax;22;1944.00;2430.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kolesa_shiny_i_diski_vstavki/kolesa_v_sbore_rezina_diski_vstavki_dlya_kraulerov_i_trofi_1_10/rezina_duratrax_scaler_1_10_cr_1_9_crawler_tire_c3_2/
WN-PJ-00007;Антенна всенаправленная Walksnail avatar vtx antenna LHCP UFL 5.8G (2 шт);Caddx;22;1607.00;1890.00;https://brrc.ru/catalog/multikoptery/oborudovanie_dlya_video_i_fpv/antenna_vsenapravlennaya_walksnail_avatar_vtx_antenna_lhcp_ufl_5_8g_2_sht/
YK4105;Краулер SRC Crawler 1/10 KIT;Yikong;21;27965.00;32900.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/trofi/krauler_sch_crawler_1_10_kit/
EFLH1418;Рычаги и тяги Белл микшера Blade,  B400, B450;Blade;20;125.00;80.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/tyagi_kachalki_sharniry_rychagi/rychagi_i_tyagi_bell_mikshera_b400_b450/
M425008XST;Ножки шасси (зеленые), Align MR25;Align;20;127.00;150.00;https://brrc.ru/catalog/multikoptery/zapasnye_chasti/zapchasti_dlya_kvadrokopterov_align/zapchasti_dlya_mr25_mr25p/nozhki_shassi_zelenye_align_mr25/
AM-1009;Разъем AMASS в корпусе D4.0mm банан;AMASS;20;31.00;35.00;https://brrc.ru/catalog/apparatura_i_elektronika/razemy_vyklyuchateli/rzem-v-korpuse-d4-0mm-gold-plated-connectors-with-a-halter/
AM-1018;Разъем банан AMASS D4.0мм позолоченный 1шт (Red or Black, silikon);AMASS;20;35.00;40.00;https://brrc.ru/catalog/apparatura_i_elektronika/razemy_vyklyuchateli/razem-banan-d4-0mm-pozolochennyy-red-ili-black-silikon-1sht-/
SCR-003;Гайка стандартная с фланцем М3 (красная) 10шт;SCR;20;221.00;260.00;https://brrc.ru/catalog/materialy_i_instrumenty/krepezh/gayka_standartnaya_s_flantsem_m3_krasnaya_10sht/
SCR-038;Пластиковая проставка 3 мм длиной 30 мм 4шт;SCR;20;34.00;40.00;https://brrc.ru/catalog/materialy_i_instrumenty/krepezh/plastikovaya_prostavka_3_mm_dlinoy_30_mm_4sht/
DTXC3549;"Покрышка и колёсный диск зад Picket C2 2.8&quot; 12 мм 2WD (2шт.) (хром)";Duratrax;20;2539.00;3300.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/mashiny/zapchasti_avtomodeley/kolesa_shiny_i_diski_vstavki/kolesa_v_sbore_rezina_diski_vstavki_dlya_monstrov_i_traggi_1_10/dtxc3549/
WN-03-6014S;FPV система Walksnail Avatar HD micro kit (камера + передатчик);Caddx;20;19610.00;23070.00;https://brrc.ru/catalog/multikoptery/oborudovanie_dlya_video_i_fpv/fpv_sistema_walksnail_avatar_hd_micro_kit_kamera_peredatchik/
HDZ-3202;Видеокамера FPV HD Zero Micro V2;HDZero;20;8152.00;9590.00;https://brrc.ru/catalog/multikoptery/oborudovanie_dlya_video_i_fpv/videokamera_fpv_hd_zero_micro_v2/
EFLH1459;Тяга хвостовая Blade, B400;Blade;19;95.00;50.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/tyagi_kachalki_sharniry_rychagi/tyaga_khvostovaya_b400/
EFLH1154;Рама крепления аккумулятора Blade: CP, CPP;Blade;19;205.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_ramy/rama_krepleniya_akkumulyatora_blade_cp_cpp/
EFLH1152;Тарелка автомата перекоса Blade: CP, CPP;Blade;19;134.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/avtomaty_perekosa/tarelka_avtomata_perekosa_blade_cp_cpp/
SPMA9571;Датчик телеметрии температуры батареи или двигателя Air, Spectrum;Spektrum;19;85.00;100.00;https://brrc.ru/catalog/apparatura_i_elektronika/zapchasti_i_aksessuary_1/datchik_telemetrii_temperatury_batarei_ili_dvigatelya_air_spectrum/
P-UN-006;Шасси удлиненные PGYTECH для DJI MAVIC AIR;PGYTECH;19;85.00;100.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/aksessuary_dji/drugoe/shassi_udlinennye_pgytech_dlya_dji_mavic_air/
6941565944924;Пропеллеры для DJI Mavic 3 Enterprise/Thermal (part03);DJI;19;3141.00;3490.00;https://brrc.ru/catalog/dji_1/zapchasti_i_aksessuary_dji/zapchasti_dji/zapchasti_dlya_mavic_3/propellery_dlya_dji_mavic_3_enterprise_thermal_part03/
EACH-C78813;Квадрокоптер Eachine E520S Wi-Fi GPS 1080p RTF;Eachine;19;10871.00;12790.00;https://brrc.ru/catalog/multikoptery/kvadrokoptery/s_kameroy/kvadrokopter_eachine_520s_wi_fi_1080p/
WN-05-1005B;FPV система Walksnail Avatar HD Mini 1S Lite (камера + передатчик);Caddx;19;14382.00;16920.00;https://brrc.ru/catalog/multikoptery/oborudovanie_dlya_video_i_fpv/fpv_sistema_walksnail_avatar_hd_mini_1s_lite_kamera_peredatchik/
EFLH1468;Слайдер хвостового ротора Blade: 400;Blade;18;160.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_khvostovogo_rotora/slayder_khvostovogo_rotora_blade_400/
EFLH1455;Шестерня фронтальная Blade, привода хвостового винта, B400, B450;Blade;18;143.00;80.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/shesterni/shesternya_frontalnaya_privoda_khvostovogo_vinta_b400_b450/
EFLH1145;Хаб основного ротора с межлопастным валом Blade: CP, CPP;Blade;18;260.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_golovki_osnovnogo_rotora/khab_osnovnogo_rotora_s_mezhlopastnym_valom_blade_cp_cpp/
HN7015T;Центральный блок верхнего слайдера Align, T-Rex 700N;Align;18;85.00;100.00;https://brrc.ru/catalog/radioupravlyaemye_modeli/vertolety/zapchasti_vertoletov/elementy_stabilizatora/tsentralnyy_blok_verkhnego_slaydera_t_rex_700n/
